Department,Department Name,Property Id,Property Name,Address 1,City,State/Province,Postal Code,Property Area(ft²),Primary Property Type ,Year Built,Electricity Use (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Total Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CAL FIRE,California Department of Forestry and Fire Protection,3939924,CNR-BTU Robinson Mill FS - 2014 E P Complete,10 Robinson Mill Rd.,Oroville,California,95966,,Fire Station,1966,29515.3,,74796,51.5,0%,0,175502.2,,,"10 Robinson Mill Rd.
Oroville, California 95966
(39.493884, -121.320067)"
CAL TRANS,California Department of Transportation,1386566,LEGGETT MAINTENANCE STATION,65441 DRIVE THROUGH TREE RD.,LEGGETT,California,95585,3627,Other,1900,31005.3,,,140.4,0%,0,105790.1,,,"65441 DRIVE THROUGH TREE RD.
LEGGETT, California 95585
(39.851195, -123.700261)"
CAL TRANS,California Department of Transportation,1386642,BISHOP MAINTENANCE STATION,1250 SPRUCE STREET,BISHOP,California,93514,41810,Other,1900,136554.6,,,292.5,,0,,,,"1250 SPRUCE STREET
BISHOP, California 93514
(37.375104, -118.390395)"
CHP,California Highway Patrol,1337236,VENTURA AREA,4656   VALENTINE RD,VENTURA,California,93003,6733,Office,1960,302464.3,554.7353105,,434.6,0%,0,1087481.7,1,,"4656 VALENTINE RD
VENTURA, California 93003
(34.261696, -119.231677)"
DMV,Department of Motor Vehicles,1261927,THOUSAND OAKS OFFICE BUILDING,1810 AVENIDA DE LOS ARBOL ES,THOUSAND OAKS,California,91362,10747,Office,1900,201642.7,1405.99993,,541.1,0%,0,828605.1,4,,"1810 AVENIDA DE LOS ARBOL ES
THOUSAND OAKS, California 91362
(34.211251, -118.844714)"
CDFW,California Department of Fish and Wildlife,1382785,NOYO RIVER FA,19160 S HARBOR DR,FORT BRAGG,California,95437,7662,Office,1900,,,,1134.5,,,,,,"19160 S HARBOR DR
FORT BRAGG, California 95437
(39.42223, -123.80304)"
CAL TRANS,California Department of Transportation,1245075,HEADQUARTERS EQUIPMENT SHOP,3400 R STREET,SACRAMENTO,California,95820,73162,Office,1917,1036462.1,39592.03196,,745.9,,0,,,,"3400 R STREET
SACRAMENTO, California 95820
(38.562702, -121.465318)"
CADA,Capitol Area Development Authority,1259228,1201 P ST DEL CAPRI APARTMENT COMPLEX,1201 P STREET,SACRAMENTO,California,95814,4550,Multifamily Housing,1955,,506.7671259,,1134.5,,,,,,"1201 P STREET
SACRAMENTO, California 95814
(38.572913, -121.493461)"
CHP,California Highway Patrol,1337341,RED BLUFF AREA,2550 NORTH MAIN STREET,RED BLUFF,California,96080,6918,Office,1900,114803.5,1358.000035,,682.8,0%,0,527509.8,28,,"2550 NORTH MAIN STREET
RED BLUFF, California 96080
(40.196554, -122.241568)"
CAL FIRE,California Department of Forestry and Fire Protection,3940032,CNR-SCU Morgan Hill FS RS - 2014 E N Complete,15670 S Monterey Street,Morgan Hill,California,95037,,Fire Station,2014,251911,9212.666743,,1004.6,0%,0,1780787,,,"15670 S Monterey Street
Morgan Hill, California 95037
(37.109148, -121.637723)"
DAA,District Agricultural Association,1276453,"DAA 20, GOLD COUNTRY FAIRGROUNDS",1273 HIGH STREET,AUBURN,California,95603,107535,Other,1981,277635.6,,,,0%,0,,,,"1273 HIGH STREET
AUBURN, California 95603
(38.893948, -121.075063)"
DPR,Department of Parks and Recreation,1383633,641 HENDY WOODS SP,18599 PHILO GREENWOOD ROAD,PHILO,California,95466,12048,Other,1960,,,,5371,,,,,,"18599 PHILO GREENWOOD ROAD
PHILO, California 95466
(39.085516, -123.48489)"
DDS,Department of Developmental Services,1116663,Canyon Springs,69-696 Ramon Road,Cathedral City,California,92234,57479,Other - Specialty Hospital,2000,,,,,,,,,,"69-696 Ramon Road
Cathedral City, California 92234
(33.816037, -116.443917)"
CAL FIRE,California Department of Forestry and Fire Protection,3940175,CSR-RRU Sage FS 2014 E MPP,35655 Sage Road,Hemet,California,92544,,Fire Station,1998,55146,,,123,0%,0,,,,"35655 Sage Road
Hemet, California 92544
(33.604879, -116.937537)"
CAL TRANS,California Department of Transportation,3928599,Mission Hills Maint,15603 Chatsworth St,Mission Hills,California,91345,5384,Other - Utility,1950,4717.8,,,26.2,0%,0,16097.1,,,"15603 Chatsworth St
Mission Hills, California 91345
(34.264587, -118.472998)"
DPR,Department of Parks and Recreation,1383551,651 FORT ROSS SHP,19005 COAST HWY 1,JENNER,California,95450,49227,Other,1812,33351,,,615.4,0%,0,113793.5,,,"19005 COAST HWY 1
JENNER, California 95450
(38.518493, -123.24643)"
CAL FIRE,California Department of Forestry and Fire Protection,3939980,CNR-LNU Las Posadas FS - 2014 E P Complete,755 Las Posadas Rd.,Angwin,California,94508,,Fire Station,2014,17488,,7406,21.5,0%,0,67075.2,,,"755 Las Posadas Rd.
Angwin, California 94508
(38.568429, -122.423343)"
CDFW,California Department of Fish and Wildlife,1733286,CANADA DE SAN VICENTE ER,22165 Chuckwagon Rd,Ramona,California,92065,9509,Mixed Use Property,1900,29975.1,,,783.7,0%,0,102275.1,,,"22165 Chuckwagon Rd
Ramona, California 92065
(32.979328, -116.873914)"
CAL TRANS,California Department of Transportation,1386797,PIERPOINT SPRINGS/CAMP NELSON MAINTENANCE,177 PIERPOINT DR,CAMP NELSON,California,93208,2224,Other,1900,4370.9,,,23.4,0%,0,14913.4,,,"177 PIERPOINT DR
CAMP NELSON, California 93208
(36.13875, -118.627432)"
DMV,Department of Motor Vehicles,1207802,CORTE MADERA OFFICE BUILDING,75 TAMAL VISTA BLVD,CORTE MADERA,California,94925,6894,Office,1900,115022,2823.272536,,541.1,0%,0,674782.3,3,,"75 TAMAL VISTA BLVD
CORTE MADERA, California 94925
(37.934626, -122.51849)"
CAL TRANS,California Department of Transportation,3928526,08 Inland Empire TMC (San Bernardino),13970 Victoria Street,Fontana,California,92336,43000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2011,1964051,8356.20012,,,0%,0,7536962.7,,Gold,"13970 Victoria Street
Fontana, California 92336
(34.128702, -117.494639)"
CAL FIRE,California Department of Forestry and Fire Protection,3940191,CSR-SLU Shandon FS 2014 E MPP,"501 W Centre Street, P.O. Box 243",Shandon,California,93461,,Fire Station,2007,23847.6,,,44.4,0%,0,,,,"501 W Centre Street, P.O. Box 243
Shandon, California 93461
(35.655521, -120.381267)"
CMD,California Military Department,3859132,Bakersfield (Gateway) (State Owned),2800 Gateway Ave.,Bakersfield,California,93307,50563,Office,2006,296754.5,5191.939591,,2686.3,0%,0,1531720.6,,,"2800 Gateway Ave.
Bakersfield, California 93307
(35.349874, -118.972672)"
DGS,Department of General Services,1138094,095 Central Plant,625 Q Street,SACRAMENTO,California,95814,500000,Other,1967,12160651.6,2141449.635,,41967.3,0%,0,255637111.9,,Platinum,"625 Q Street
SACRAMENTO, California 95814
(38.573903, -121.501808)"
CDVA,California Department of Veterans Affairs,1260067,"California Veterans Home, Yountville",100 CALIFORNIA DRIVE,YOUNTVILLE,California,94599,1063107,Senior Care Community,1937,14163855.1,1479967.779,8510,140517.3,0.70%,100198.8,196674245.6,19,Gold,"100 CALIFORNIA DRIVE
YOUNTVILLE, California 94599
(38.396584, -122.361344)"
CAL FIRE,California Department of Forestry and Fire Protection,3940190,CSR-SLU Paso Robles FS 2014 E N Complete,2510 Ramada Dr,Paso Robles,California,93446,,Fire Station,2014,40186.7,1728.000008,,58.6,0%,0,309917,,,"2510 Ramada Dr
Paso Robles, California 93446
(35.581368, -120.696369)"
CHP,California Highway Patrol,1337327,FRESNO AREA,1382 WEST OLIVE AVENUE,FRESNO,California,93728,15597,Office,1900,460596.3,7403.545212,,9.3,0%,0,2311909.3,4,,"1382 WEST OLIVE AVENUE
FRESNO, California 93728
(36.757445, -119.828359)"
CAL TRANS,California Department of Transportation,1387045,D3 TMC COMMUNICATIONS,3165 GOLD VALLEY DRIVE,RANCHO CORDOVA,California,95742,34200,Data Center,1900,1402943.9,9403.85982,,9810.7,0%,0,5727231.3,,,"3165 GOLD VALLEY DRIVE
RANCHO CORDOVA, California 95742
(38.587812, -121.261882)"
CAL FIRE,California Department of Forestry and Fire Protection,3939939,CNR-CZU Soquel FS/SF - 2014 E P Complete,4750 Old San Jose Road,Soquel,California,95073,,Fire Station,2014,23871,,75256,32,0%,0,156704,,,"4750 Old San Jose Road
Soquel, California 95073
(37.046794, -121.938147)"
DMV,Department of Motor Vehicles,1261920,BELL GARDENS OFFICE BUILDING,6801 SOUTH GARFIELD AVE,BELL GARDENS,California,90201,11300,Office,1975,263396.6,1892.000165,,857.3,0%,0,1087909.3,3,,"6801 SOUTH GARFIELD AVE
BELL GARDENS, California 90201
(33.970114, -118.149093)"
CAL TRANS,California Department of Transportation,1386716,EQUIPMENT SHOP 08 (2801),320  S SIERRA WAY,SN BERNRDNO,California,92408,34503,Other - Services,1960,292232.4,21870.15236,,484.7,0%,0,3184112.4,,,"320 S SIERRA WAY
SN BERNRDNO, California 92408
(34.095736, -117.285073)"
CHP,California Highway Patrol,1337433,SAN FRANCISCO AREA,455 EIGHTH STREET,SAN FRANCISCO,California,94103,17228,Office,1900,204655.1,1847.921532,,554.9,0%,0,883075.6,63,,"455 EIGHTH STREET
SAN FRANCISCO, California 94103
(37.77299, -122.407568)"
CHP,California Highway Patrol,1337305,NAPA AREA,975 GOLDEN GATE DRIVE,NAPA,California,94558,5641,Office,1900,116698.7,625.400009,,212.2,0%,0,460716,8,,"975 GOLDEN GATE DRIVE
NAPA, California 94558
(38.28059, -122.301092)"
DMV,Department of Motor Vehicles,1207766,SEASIDE OFFICE BUILDING,1180 CANYON DEL REY,SEASIDE,California,93955,10847,Office,1900,181637.5,5023.062862,,541.1,0%,0,1122053.5,6,,"1180 CANYON DEL REY
SEASIDE, California 93955
(36.603122, -121.854061)"
DWR,Department of Water Resources,1429395,"DFD, North Bay Maintenance Center (E)(W)",1750 Cement Hill Road,Fairfield,California,94533,4000,Other,1967,33256.7,,,62.4,0%,0,113471.8,,,"1750 Cement Hill Road
Fairfield, California 94533
(38.286752, -121.995218)"
CDCR,California Department of Corrections & Rehabilitation,1237653,SQ-SAN QUENTIN STATE PRISON,100 MAIN STREET,SAN QUENTIN,California,94964,1369384,Prison/Incarceration,1852,13232683,1863537.023,,223129.1,0.00%,300,231503622.1,,Gold,"100 MAIN STREET
SAN QUENTIN, California 94964
(37.942565, -122.492719)"
CHP,California Highway Patrol,1337246,NEWHALL AREA,28648   THE OLD ROAD,VALENCIA,California,91355,14116,Office,1991,264350.5,1006.794085,,839.3,0%,0,1002643.5,27,,"28648 THE OLD ROAD
VALENCIA, California 91355
(34.43989, -118.601612)"
CDFW,California Department of Fish and Wildlife,1537251,NAPA-SONOMA MARSHES WA,2148 DUHIG RD,NAPA,California,94559,3996,Other - Lodging/Residential,1991,31718.3,,,136.1,0%,0,108222.8,,,"2148 DUHIG RD
NAPA, California 94559
(38.222932, -122.354782)"
EDD,Employment Development Department,1268034,SAN FRANCISCO (EDD - 0736),745 FRANKLIN STREET,SAN FRANCISCO,California,94119,59800,Office,1953,844295.4,6633.374678,,818.6,0%,0,3544073.6,74,,"745 FRANKLIN STREET
SAN FRANCISCO, California 94119
(37.781457, -122.422221)"
CAL TRANS,California Department of Transportation,1386867,TEMPLETON MAINTENANCE STATION,640 N. MAIN STREET,TEMPLETON,California,93465,7046,Other - Services,1960,44191.7,3901.88218,,355.3,0%,0,540970.2,,,"640 N. MAIN STREET
TEMPLETON, California 93465
(35.566552, -120.705305)"
CAL TRANS,California Department of Transportation,3928632,Telegraph Maint,3605 Telgraph Ave,Oakland,California,94609,,Other - Utility,1971,19241.7,295.5312608,,68.8,0%,0,95206,,,"3605 Telgraph Ave
Oakland, California 94609
(37.824633, -122.265666)"
CHP,California Highway Patrol,1337366,MONTEREY AREA,960 E. BLANCO ROAD,SALINAS,California,93901,18194,Office,1900,425190.9,10731.99966,,504.2,0%,0,2523951.3,5,,"960 E. BLANCO ROAD
SALINAS, California 93901
(36.656129, -121.63632)"
CAL FIRE,California Department of Forestry and Fire Protection,3940073,CNR-TGU Paskenta FS - 2014 E P Complete,12960 Toomes Camp Rd,Paskenta,California,96074,,Fire Station,1972,16309.7,,37002.4,108.4,0%,0,92651,,,"12960 Toomes Camp Rd
Paskenta, California 96074
(39.904558, -122.59699)"
DAA,District Agricultural Association,1359217,"DAA 23, CONTRA COSTA COUNTY FAIRGROUNDS",1201 W 10TH STREET,ANTIOCH,California,94509,163864,Other,1994,,,,,,,,,,"1201 W 10TH STREET
ANTIOCH, California 94509
(38.011182, -121.820971)"
HCD,Housing and Community Development,1331085,ARTESI III MIGRANT CENTER,333 WEST MATHEWS ROAD,FRENCH CAMP,California,95231,81500,Other,1981,,,,2710.9,,,,,,"333 WEST MATHEWS ROAD
FRENCH CAMP, California 95231
(37.882319, -121.285008)"
DGS,Department of General Services,11879,006 AGRICULTURE BUILDING,1220 'N' Street,SACRAMENTO,California,95814,239310,Office,1936,918354.9,,,799.8,0%,0,3133427.3,100,,"1220 'N' Street
SACRAMENTO, California 95814
(38.575018, -121.492198)"
DMV,Department of Motor Vehicles,1207758,SALINAS OFFICE BUILDING,260 E LAUREL DR,SALINAS,California,93906,8111,Office,1972,137968,3713.446346,,598.8,0%,0,842091.6,56,,"260 E LAUREL DR
SALINAS, California 93906
(36.698444, -121.64789)"
CHP,California Highway Patrol,1337268,OROVILLE AREA,2072 THIRD STREET,OROVILLE,California,95965,4478,Office,1900,30652.3,780.9999988,,122.9,0%,0,182685.6,,,"2072 THIRD STREET
OROVILLE, California 95965
(39.521347, -121.57231)"
DOJ,Department of Justice,1259849,EUREKA FORENSIC LABORATORY,1011 WEST WABASH AVENUE,EUREKA,California,95501,9771,Laboratory,2003,111577.8,3831.477537,,29.4,0%,0,763851.4,,,"1011 WEST WABASH AVENUE
EUREKA, California 95501
(40.791515, -124.181659)"
DPR,Department of Parks and Recreation,1383583,554 OCEANO DUNES SVRA,928 PACIFIC AVE,OCEANO,California,93420,44373,Other - Recreation,1986,,,,4922.6,,,,,,"928 PACIFIC AVE
OCEANO, California 93420
(35.441825, -120.895274)"
CAL PERS,California Public Employee's Retirement System,3185508,Thomson-Diggs,1800 3rd Street,Sacramento,California,95811,147685,Office,1911,1223044.9,2030.770899,,1360.7,0%,0,4376106.8,98,,"1800 3rd Street
Sacramento, California 95811
(38.573617, -121.506743)"
CAL TRANS,California Department of Transportation,1386584,STOCKTON MAINTENANCE STATION,1604 SOUTH B STREET,STOCKTON,California,95206,36563,Other,1900,242281.6,14740.99984,,38.9,,0,,,,"1604 SOUTH B STREET
STOCKTON, California 95206
(37.940894, -121.258209)"
DMV,Department of Motor Vehicles,1207838,Redding Regional Office,615 Locust Street,Redding,California,96001,13500,Office,1900,,511.8666471,,857.3,,,,,,"615 Locust Street
Redding, California 96001
(40.576128, -122.379151)"
CAL TRANS,California Department of Transportation,1386781,LODI MAINTENANCE STATION,845 E PINE STREET,LODI,California,95240,4391,Other,1900,24038,2748.937439,,138.5,0%,0,356911.4,,,"845 E PINE STREET
LODI, California 95240
(38.134013, -121.255758)"
CAL TRANS,California Department of Transportation,1387063,INDEPENDENCE MAINTENANCE STATION (OPEN),665 NORTH EDWARDS,INDEPENDENCE,California,93526,5224,Other - Technology/Science,1963,39336,,,160.1,0%,0,134214.4,,,"665 NORTH EDWARDS
INDEPENDENCE, California 93526
(36.808678, -118.203552)"
CAL FIRE,California Department of Forestry and Fire Protection,3939926,CNR-BTU Butte Oroville FS 2014 E N Complete ZZ,176 Nelson Ave.,Oroville,California,95965,,Fire Station,1960,,,,137.3,,,,,,"176 Nelson Ave.
Oroville, California 95965
(39.524089, -121.569303)"
DAA,District Agricultural Association,1359223,"DAA 27, SHASTA DISTRICT FAIRGROUNDS",1890 BRIGGS STREET,ANDERSON,California,96007,167326,Other,1994,,,,,,,,,,"1890 BRIGGS STREET
ANDERSON, California 96007
(40.453097, -122.308404)"
DMV,Department of Motor Vehicles,1207822,SAN MATEO OFFICE BUILDING,425 N AMPHLETT BLVD,SAN MATEO,California,94401,10022,Office,1900,227217.5,10619.70158,,541.1,0%,0,1837236.3,1,,"425 N AMPHLETT BLVD
SAN MATEO, California 94401
(37.579498, -122.323834)"
CMD,California Military Department,3926414,El Centro (State Owned),310 South 4th St.,El Centro,California,92243,21315,Office,1950,59016.1,1755.681793,,401.4,0%,0,376931.2,,,"310 South 4th St.
El Centro, California 92243
(32.790267, -115.552497)"
DMV,Department of Motor Vehicles,1207814,RIVERSIDE OFFICE BUILDING,6280 BROCKTON AVE.,RIVERSIDE,California,92506,7921,Office,1963,,256.9999928,,340.4,,,,,,"6280 BROCKTON AVE.
RIVERSIDE, California 92506
(33.957486, -117.396765)"
DGS,Department of General Services,1116235,049 EDUCATION BUILDING (EAST END #225),1430 N Street,SACRAMENTO,California,95814,421151,Office,2002,4538777.7,41752.9853,,6638.7,0%,0,19661609.9,98,Platinum,"1430 N Street
SACRAMENTO, California 95814
(38.574165, -121.489009)"
CAL FIRE,California Department of Forestry and Fire Protection,3940220,CSR-TUU Porterville FS 2014 E N Complete,26488 Ave 140,Porterville,California,93257,,Fire Station,1967,33608,837.999987,,2152.4,0%,0,198470.5,,,"26488 Ave 140
Porterville, California 93257
(36.043914, -118.980916)"
CMD,California Military Department,3923753,Brawley Armory (State Owned),650 North 2nd Street,Brawley,California,92227,10105,Office,1955,44883.1,558.470598,,0,0%,0,208988.3,99,,"650 North 2nd Street
Brawley, California 92227
(32.985115, -115.539422)"
CAL FIRE,California Department of Forestry and Fire Protection,3940021,CNR-NEU Auburn (Nevada-Yuba-Placer) FS - 2014 E N Complete,13760 Lincoln Way,Auburn,California,95603,,Fire Station,1967,186407.1,7126.084775,,94.4,0%,0,1348629.5,,,"13760 Lincoln Way
Auburn, California 95603
(38.934468, -121.054117)"
CMD,California Military Department,3920070,Fresno (Chance) (State Owned),911 S. Chance Ave.,Fresno,California,93702,49770,Office,1954,87820.5,4191.406398,,469.4,0%,0,718784.2,,,"911 S. Chance Ave.
Fresno, California 93702
(36.733953, -119.75118)"
CSC,California Science Center,3930501,Air & Space/WAB (Armory),700 Exposition Park Drive,Los Angeles,California,90037,139253,Other - Entertainment/Public Assembly,1914,838190.2,966.485743,,,0%,0,2956553.9,,,"700 Exposition Park Drive
Los Angeles, California 90037
(34.015292, -118.286306)"
CMD,California Military Department,3916665,Oakdale Armory (State Owned),800 South Yosemite Ave.,Oakdale,California,95361,10105,Office,1955,39500.6,3365.994001,,311.2,0%,0,471375.5,93,,"800 South Yosemite Ave.
Oakdale, California 95361
(37.758061, -120.840995)"
CHP,California Highway Patrol,1337389,CRESCENT CITY AREA,1444 PARKWAY DRIVE,CRESCENT CITY,California,95531,4076,Office,1965,49501.8,,,180.7,0%,0,168900.3,,,"1444 PARKWAY DRIVE
CRESCENT CITY, California 95531
(41.772023, -124.185637)"
CMD,California Military Department,3878191,California Military Museum (Closed),1119 2nd Street,Sacramento,California,95814,11638,Museum,2010,87040,1484.199824,,137.3,0%,0,445400.5,,,"1119 2nd Street
Sacramento, California 95814
(38.581463, -121.504858)"
CHP,California Highway Patrol,1337283,VICTORVILLE AREA,14210 AMARGOSA ROAD,VICTORVILLE,California,92392,3761,Office,1900,134611.1,2876.999792,,169.9,0%,0,746993.1,,,"14210 AMARGOSA ROAD
VICTORVILLE, California 92392
(34.508692, -117.330146)"
DAA,District Agricultural Association,1276507,"DAA 50, ANTELOPE VALLEY FAIR",2551  W AVENUE H,LANCASTER,California,93536,152653,Other,2004,,,,,,,,,,"2551 W AVENUE H
LANCASTER, California 93536
(34.718818, -118.177557)"
CAL FIRE,California Department of Forestry and Fire Protection,3939915,CNR-BTU Chico AAB - 2014 E Complete,1335 Fortress Street,Chico,California,95926,,Fire Station,1968,33209,,,680,0%,0,113309.1,,,"1335 Fortress Street
Chico, California 95926
(39.803635, -121.856803)"
CAL TRANS,California Department of Transportation,3928524,11 Archaeology Building,4024 Taylor Street,San Diego,California,92110,2345,Office,1900,24898.8,,,0,0%,0,84954.7,,,"4024 Taylor Street
San Diego, California 92110
(32.755844, -117.199582)"
DPR,Department of Parks and Recreation,1383607,740 LIME KILN PROJECT,63025 HIGHWAY 1,BIG SUR,California,93920,3736,Other,1971,,,,532.3,,,,,,"63025 HIGHWAY 1
BIG SUR, California 93920
(36.011025, -121.524758)"
